Article,Serial,Batch,New Fixture,Status,Quantity
CRB4084663,TKP838,,UJ Love Ring SM YG,Available,1
CRB4084663,TOQ677,,UJ Love Ring SM YG,Available,1
CRB4084664,SII433,,UJ Love Ring SM YG,Available,1
CRB4084664,TOR131,,UJ Love Ring SM YG,Available,1
CRB4084664,TQD617,,UJ Love Ring SM YG,Available,1
CRB4084666,RXM553,,UJ Love Ring SM YG,Available,1
CRB4084666,SNT346,,UJ Love Ring SM YG,Available,1
CRB4084666,SVE536,,UJ Love Ring SM YG,Available,1
CRB4084666,SVF197,,UJ Love Ring SM YG,Available,1
CRB4084666,SVF203,,UJ Love Ring SM YG,Available,1
CRB4084667,SNT555,,UJ Love Ring SM YG,Available,1
CRB4084667,TUC309,,UJ Love Ring SM YG,Available,1
CRB4084668,TQV013,,UJ Love Ring SM YG,Available,1
CRB4084668,TWJ019,,UJ Love Ring SM YG,Available,1
CRB4084669,TYS664,,UJ Love Ring SM YG,Available,1
CRB4084672,UHZ645,,UJ Love Ring SM YG,Available,1
CRB4084749,NLG478,,UJ Love Ring SM WG,Available,1
CRB4084750,QZB374,,UJ Love Ring SM WG,Available,1
CRB4084751,QMZ587,,UJ Love Ring SM WG,Available,1
CRB4084751,RZR394,,UJ Love Ring SM WG,Available,1
CRB4084751,RZR395,,UJ Love Ring SM WG,Available,1
CRB4084752,QBY451,,UJ Love Ring SM WG,Available,1
CRB4084752,SUG919,,UJ Love Ring SM WG,Available,1
CRB4084753,RYF409,,UJ Love Ring SM WG,Available,1
CRB4084753,TKC388,,UJ Love Ring SM WG,Available,1
CRB4084754,NGN747,,S07,Available,1
CRB4084754,TKC361,,UJ Love Ring SM WG,Available,1
CRB4084754,TKC380,,UJ Love Ring SM WG,Available,1
CRB4084755,QOP334,,UJ Love Ring SM WG,Available,1
CRB4084755,QOQ904,,UJ Love Ring SM WG,Available,1
CRB4084755,RZR337,,UJ Love Ring SM WG,Available,1
CRB4084756,RMJ620,,UJ Love Ring SM WG,Available,1
CRB4084756,RPS958,,UJ Love Ring SM WG,Available,1
CRB4084757,KNI284,,,Available,1
CRB4084757,TMG838,,UJ Love Ring SM WG,Available,1
CRB4084759,TKC647,,UJ Love Ring SM WG,Available,1
CRB4084759,TTW407,,UJ Love Ring SM WG,Available,1
CRB4084760,TUT180,,UJ Love Ring SM WG,Available,1
CRB4084761,TUT432,,UJ Love Ring SM WG,Available,1
CRB4084761,UBQ664,,UJ Love Ring SM WG,Available,1
CRB4084762,TAY565,,UJ Love Ring SM WG,Available,1
CRB4084763,SML949,,UJ Love Ring SM WG,Available,1
CRB4084763,SQD924,,UJ Love Ring SM WG,Available,1
CRB4084764,SGH842,,UJ Love Ring SM WG,Available,1
CRB4084765,SXH543,,UJ Love Ring SM WG,Available,1
CRB4084765,TQV416,,UJ Love Ring SM WG,Available,1
CRB4084766,SJH783,,UJ Love Ring SM WG,Available,1
CRB4084766,TMY746,,UJ Love Ring SM WG,Available,1
CRB4084767,SNS795,,UJ Love Ring SM WG,Available,1
CRB4084768,SNT311,,UJ Love Ring SM WG,Available,1
CRB4084769,PWH174,,UJ Love Ring SM WG,Available,1
CRB4084849,LSC455,,UJ Love Ring PG,Available,1
CRB4084850,NGO389,,UJ Love Ring PG,Available,1
CRB4084850,OZA809,,UJ Love Ring PG,Available,1
CRB4084850,PGR260,,UJ Love Ring PG,Available,1
CRB4084851,PJI063,,UJ Love Ring PG,Available,1
CRB4084851,PQR980,,UJ Love Ring PG,Available,1
CRB4084851,QJG937,,UJ Love Ring PG,Available,1
CRB4084851,QTP491,,UJ Love Ring PG,Available,1
CRB4084852,OOD278,,UJ Love Ring PG,Available,1
CRB4084852,OOD280,,UJ Love Ring PG,Available,1
CRB4084852,QJG477,,UJ Love Ring PG,Available,1
CRB4084852,QLV138,,UJ Love Ring PG,Available,1
CRB4084853,SGQ840,,UJ Love Ring PG,Available,1
CRB4084854,RDZ009,,UJ Love Ring PG,Available,1
CRB4084855,REW090,,C024,Available,1
CRB4084855,UBR030,,UJ Love Ring PG,Available,1
CRB4084856,QZC680,,UJ Love Ring PG,Available,1
CRB4084857,PQD467,,UJ Love Ring PG,Available,1
CRB4084858,RJN739,,UJ Love Ring PG,Available,1
CRB4084858,RSI251,,UJ Love Ring PG,Available,1
CRB4084859,RZS240,,UJ Love Ring PG,Available,1
CRB4084859,TDQ957,,UJ Love Ring PG,Available,1
CRB4084859,TDQ958,,UJ Love Ring PG,Available,1
CRB4084859,TWI989,,UJ Love Ring PG,Available,1
CRB4084860,QKM777,,UJ Love Ring PG,Available,1
CRB4084860,QKM780,,UJ Love Ring PG,Available,1
CRB4084860,SGQ628,,UJ Love Ring PG,Available,1
CRB4084861,SBI355,,UJ Love Ring PG,Available,1
CRB4084862,RJQ565,,UJ Love Ring PG,Available,1
CRB4084862,RSH421,,UJ Love Ring PG,Available,1
CRB4084863,SNT749,,UJ Love Ring PG,Available,1
CRB4084863,SRD380,,UJ Love Ring PG,Available,1
CRB4084864,PTJ585,,UJ Love Ring PG,Available,1
CRB4084864,RJQ023,,UJ Love Ring PG,Available,1
CRB4084865,NQG507,,UJ Love Ring PG,Available,1
CRB4084959,SZS457,,UJ Love Ring SM WG,Available,1
CRB4084962,SWR714,,UJ Love Ring SM WG,Available,1
CRB4085046,RMF400,,UJ Love Ring SM YG,Available,1
CRB4085046,TQD213,,UJ Love Ring SM YG,Available,1
CRB4085048,NXT938,,UJ Love Ring SM YG,Available,1
CRB4085048,RUG835,,UJ Love Ring SM YG,Available,1
CRB4085048,SJB152,,UJ Love Ring SM YG,Available,1
CRB4085048,TKJ046,,UJ Love Ring SM YG,Available,1
CRB4085049,TSM830,,UJ Love Ring SM YG,Available,1
CRB4085049,UBR727,,UJ Love Ring SM YG,Available,1
CRB4085049,UBR730,,UJ Love Ring SM YG,Available,1
CRB4085050,TGO349,,UJ Love Ring SM YG,Available,1
CRB4085050,TKK172,,UJ Love Ring SM YG,Available,1
CRB4085050,UEG457,,UJ Love Ring SM YG,Available,1
CRB4085050,UIA704,,UJ Love Ring SM YG,Available,1
CRB4085051,MXN676,,UJ Love Ring SM YG,Available,1
CRB4085051,QVL380,,C020,Available,1
CRB4085051,STT598,,UJ Love Ring SM YG,Available,1
CRB4085051,TFU941,,UJ Love Ring SM YG,Available,1
CRB4085051,TIP263,,UJ Love Ring SM YG,Available,1
CRB4085051,TYT265,,UJ Love Ring SM YG,Available,1
CRB4085052,RUG932,,UJ Love Ring SM YG,Available,1
CRB4085052,RUG936,,UJ Love Ring SM YG,Available,1
CRB4085052,RUG943,,UJ Love Ring SM YG,Available,1
CRB4085052,RUH123,,UJ Love Ring SM YG,Available,1
CRB4085052,RUH373,,UJ Love Ring SM YG,Available,1
CRB4085052,RWX501,,UJ Love Ring SM YG,Available,1
CRB4085052,RWX503,,UJ Love Ring SM YG,Available,1
CRB4085052,SQU740,,UJ Love Ring SM YG,Available,1
CRB4085052,TFW367,,UJ Love Ring SM YG,Available,1
CRB4085052,TNA063,,UJ Love Ring SM YG,Available,1
CRB4085053,QVO132,,UJ Love Ring SM YG,Available,1
CRB4085053,RMK933,,UJ Love Ring SM YG,Available,1
CRB4085053,RTJ489,,UJ Love Ring SM YG,Available,1
CRB4085053,SSD607,,UJ Love Ring SM YG,Available,1
CRB4085053,TDL556,,UJ Love Ring SM YG,Available,1
CRB4085053,TDL561,,UJ Love Ring SM YG,Available,1
CRB4085053,TGO749,,UJ Love Ring SM YG,Available,1
CRB4085054,TJD205,,UJ Love Ring SM YG,Available,1
CRB4085054,TYT289,,UJ Love Ring SM YG,Available,1
CRB4085054,UEG558,,UJ Love Ring SM YG,Available,1
CRB4085055,TDP941,,UJ Love Ring SM YG,Available,1
CRB4085055,TMY034,,UJ Love Ring SM YG,Available,1
CRB4085055,UEG963,,UJ Love Ring SM YG,Available,1
CRB4085056,TGL125,,UJ Love Ring SM YG,Available,1
CRB4085056,TGL127,,UJ Love Ring SM YG,Available,1
CRB4085056,TGL136,,UJ Love Ring SM YG,Available,1
CRB4085056,TGL172,,UJ Love Ring SM YG,Available,1
CRB4085056,TGL189,,UJ Love Ring SM YG,Available,1
CRB4085056,TKG515,,UJ Love Ring SM YG,Available,1
CRB4085056,TKG611,,UJ Love Ring SM YG,Available,1
CRB4085056,TUC679,,UJ Love Ring SM YG,Available,1
CRB4085057,SSP323,,UJ Love Ring SM YG,Available,1
CRB4085057,TBP893,,UJ Love Ring SM YG,Available,1
CRB4085057,TBP897,,UJ Love Ring SM YG,Available,1
CRB4085057,TKQ327,,UJ Love Ring SM YG,Available,1
CRB4085057,TUC782,,UJ Love Ring SM YG,Available,1
CRB4085058,TQT591,,UJ Love Ring SM YG,Available,1
CRB4085058,UEG413,,UJ Love Ring SM YG,Available,1
CRB4085059,TFV049,,UJ Love Ring SM YG,Available,1
CRB4085059,TIS421,,UJ Love Ring SM YG,Available,1
CRB4085059,TQW455,,UJ Love Ring SM YG,Available,1
CRB4085062,TOR880,,UJ Love Ring SM YG,Available,1
CRB4085062,TUS057,,UJ Love Ring SM YG,Available,1
CRB4085063,TFN662,,UJ Love Ring SM YG,Available,1
CRB4085063,TMO024,,UJ Love Ring SM YG,Available,1
CRB4085064,TYT014,,UJ Love Ring SM YG,Available,1
CRB4085065,TUD061,,UJ Love Ring SM YG,Available,1
CRB4085067,TSM124,,H11,Available,1
CRB4085068,TSM560,,UJ Love Ring SM YG,Available,1
CRB4085069,SNT446,,UJ Love Ring SM YG,Available,1
CRB4085070,TSM792,,UJ Love Ring SM YG,Available,1
CRB4085145,TZK625,,UJ Love Ring SM WG,Available,1
CRB4085147,RMF147,,UJ Love Ring SM WG,Available,1
CRB4085148,SMQ238,,UJ Love Ring SM WG,Available,1
CRB4085149,SZT440,,UJ Love Ring SM WG,Available,1
CRB4085149,TDZ628,,UJ Love Ring SM WG,Available,1
CRB4085150,TFP857,,UJ Love Ring SM WG,Available,1
CRB4085150,TQG961,,UJ Love Ring SM WG,Available,1
CRB4085151,TSM275,,UJ Love Ring SM WG,Available,1
CRB4085152,TOS088,,UJ Love Ring SM WG,Available,1
CRB4085152,UEG245,,UJ Love Ring SM WG,Available,1
CRB4085153,QGR326,,UJ Love Ring SM WG,Available,1
CRB4085153,QTQ834,,UJ Love Ring SM WG,Available,1
CRB4085153,TOR400,,UJ Love Ring SM WG,Available,1
CRB4085154,RXM984,,UJ Love Ring SM WG,Available,1
CRB4085154,TKB892,,UJ Love Ring SM WG,Available,1
CRB4085155,TKC007,,UJ Love Ring SM WG,Available,1
CRB4085156,SAM293,,UJ Love Ring SM WG,Available,1
CRB4085156,TAX252,,UJ Love Ring SM WG,Available,1
CRB4085156,TBE839,,UJ Love Ring SM WG,Available,1
CRB4085156,TMH479,,UJ Love Ring SM WG,Available,1
CRB4085157,QNU073,,UJ Love Ring SM WG,Available,1
CRB4085157,TAX122,,UJ Love Ring SM WG,Available,1
CRB4085157,TDA451,,UJ Love Ring SM WG,Available,1
CRB4085158,RYG039,,UJ Love Ring SM WG,Available,1
CRB4085158,UCH309,,UJ Love Ring SM WG,Available,1
CRB4085159,TFH510,,UJ Love Ring SM WG,Available,1
CRB4085159,TTX088,,UJ Love Ring SM WG,Available,1
CRB4085159,TYT339,,UJ Love Ring SM WG,Available,1
CRB4085160,TUD068,,UJ Love Ring SM WG,Available,1
CRB4085160,UBR764,,UJ Love Ring SM WG,Available,1
CRB4085162,QUY466,,UJ Love Ring SM WG,Available,1
CRB4085163,TUD404,,UJ Love Ring SM WG,Available,1
CRB4085164,TMN357,,UJ Love Ring SM WG,Available,1
CRB4085165,TSN989,,UJ Love Ring SM WG,Available,1
CRB4085168,TSM260,,UJ Love Ring SM WG,Available,1
CRB4085247,RCI882,,UJ Love Ring PG,Available,1
CRB4085247,TGM014,,UJ Love Ring PG,Available,1
CRB4085248,PXA169,,UJ Love Ring PG,Available,1
CRB4085248,SWO736,,UJ Love Ring PG,Available,1
CRB4085249,SVF177,,UJ Love Ring PG,Available,1
CRB4085249,SVF182,,UJ Love Ring PG,Available,1
CRB4085249,SVF186,,UJ Love Ring PG,Available,1
CRB4085250,SVF919,,UJ Love Ring PG,Available,1
CRB4085251,TDS643,,UJ Love Ring PG,Available,1
CRB4085251,TYU696,,UJ Love Ring PG,Available,1
CRB4085252,QJK284,,UJ Love Ring PG,Available,1
CRB4085252,RJW467,,UJ Love Ring PG,Available,1
CRB4085253,SJK144,,C024,Available,1
CRB4085253,SXI488,,UJ Love Ring PG,Available,1
CRB4085253,TFW398,,UJ Love Ring PG,Available,1
CRB4085254,SVG258,,UJ Love Ring PG,Available,1
CRB4085254,SVG260,,UJ Love Ring PG,Available,1
CRB4085254,TQY335,,UJ Love Ring PG,Available,1
CRB4085255,RXO602,,UJ Love Ring PG,Available,1
CRB4085256,QQA788,,UJ Love Ring PG,Available,1
CRB4085256,QZF976,,UJ Love Ring PG,Available,1
CRB4085256,QZG178,,UJ Love Ring PG,Available,1
CRB4085256,SJJ837,,UJ Love Ring PG,Available,1
CRB4085256,SJJ844,,UJ Love Ring PG,Available,1
CRB4085257,SXI100,,UJ Love Ring PG,Available,1
CRB4085258,PSS853,,UJ Love Ring PG,Available,1
CRB4085258,QND060,,UJ Love Ring PG,Available,1
CRB4085258,QVN211,,UJ Love Ring PG,Available,1
CRB4085258,QVN213,,UJ Love Ring PG,Available,1
CRB4085258,QZC244,,UJ Love Ring PG,Available,1
CRB4085259,PST451,,UJ Love Ring PG,Available,1
CRB4085259,QVN135,,UJ Love Ring PG,Available,1
CRB4085259,QZE634,,UJ Love Ring PG,Available,1
CRB4085260,OXP948,,UJ Love Ring PG,Available,1
CRB4085261,QJG771,,UJ Love Ring PG,Available,1
CRB4085262,RJR494,,UJ Love Ring PG,Available,1
CRB4085263,RZT207,,UJ Love Ring PG,Available,1
CRB4085263,TAZ281,,UJ Love Ring PG,Available,1
CRB4085267,TSN273,,UJ Love Ring PG,Available,1
CRB4085347,NXA510,,UJ Love Ring SM WG,Available,1
CRB4085349,SMK249,,UJ Love Ring SM WG,Available,1
CRB4085854,RVI993,,C007,Available,1
CRB4085860,SXB931,,UJ Love Ring PG,Available,1
CRB4085861,RES165,,C023,Available,1
CRB4085953,RNL637,,UJ Panthere Ring,Available,1
CRB4086048,PZJ859,,UJ Trinity Ring Classic & XL,Available,1
CRB4086049,SDF815,,UJ Trinity Ring Classic & XL,Available,1
CRB4086050,MYL200,,C015,Available,1
CRB4086050,THK627,,UJ Trinity Ring Classic & XL,Available,1
CRB4086051,SYM909,,UJ Trinity Ring Classic & XL,Available,1
CRB4086052,PZJ502,,UJ Trinity Ring Classic & XL,Available,1
CRB4086053,SPL280,,W05,Available,1
CRB4086055,SDF427,,UJ Trinity Ring Classic & XL,Available,1
CRB4086146,SPQ992,,UJ Trinity Ring Classic & XL,Available,1
CRB4086147,TXR943,,UJ Trinity Ring Classic & XL,Available,1
CRB4086148,RVB378,,UJ Trinity Ring Classic & XL,Available,1
CRB4086148,RVB380,,UJ Trinity Ring Classic & XL,Available,1
CRB4086149,SWO411,,UJ Trinity Ring Classic & XL,Available,1
CRB4086149,TCD125,,UJ Trinity Ring Classic & XL,Available,1
CRB4086150,TCD228,,UJ Trinity Ring Classic & XL,Available,1
CRB4086150,TCD362,,UJ Trinity Ring Classic & XL,Available,1
CRB4086151,SKW555,,UJ Trinity Ring Classic & XL,Available,1
CRB4086151,TDN693,,UJ Trinity Ring Classic & XL,Available,1
CRB4086152,OLL040,,C016,Available,1
CRB4086152,QTN126,,UJ Trinity Ring Classic & XL,Available,1
CRB4086152,RWV493,,UJ Trinity Ring Classic & XL,Available,1
CRB4086152,RWV497,,UJ Trinity Ring Classic & XL,Available,1
CRB4086152,SHO511,,UJ Trinity Ring Classic & XL,Available,1
CRB4086152,TEX388,,UJ Trinity Ring Classic & XL,Available,1
CRB4086153,SKU105,,S01,Available,1
CRB4086154,TCD414,,UJ Trinity Ring Classic & XL,Available,1
CRB4086154,TGL635,,UJ Trinity Ring Classic & XL,Available,1
CRB4086155,QNZ238,,UJ Trinity Ring Classic & XL,Available,1
CRB4086155,SHZ356,,UJ Trinity Ring Classic & XL,Available,1
CRB4086155,SNP849,,UJ Trinity Ring Classic & XL,Available,1
CRB4086155,STQ827,,UJ Trinity Ring Classic & XL,Available,1
CRB4086157,SBF034,,UJ Trinity Ring Classic & XL,Available,1
CRB4086157,SSU488,,UJ Trinity Ring Classic & XL,Available,1
CRB4086157,TDN833,,UJ Trinity Ring Classic & XL,Available,1
CRB4086157,TSI915,,UJ Trinity Ring Classic & XL,Available,1
CRB4086158,SUN145,,UJ Trinity Ring Classic & XL,Available,1
CRB4086158,TCD315,,UJ Trinity Ring Classic & XL,Available,1
CRB4086159,RZJ288,,UJ Trinity Ring Classic & XL,Available,1
CRB4086161,TEY389,,UJ Trinity Ring Classic & XL,Available,1
CRB4086162,TJJ881,,UJ Trinity Ring Classic & XL,Available,1
CRB4086350,SND126,,UJ Bridal DER,Available,1
CRB4086352,SQZ885,,C004,Available,1
CRB4086446,OXG952,,UJ Bridal DER,Available,1
CRB4086447,PQH573,,UJ Bridal DER,Available,1
CRB4086448,QYS147,,UJ Bridal DER,Available,1
CRB4086449,NJA960,,C007,Available,1
CRB4086449,TAG496,,UJ Bridal DER,Available,1
CRB4086450,TJD548,,UJ Bridal DER,Available,1
CRB4086451,QYU124,,UJ Bridal DER,Available,1
CRB4086452,RHF229,,UJ Bridal DER,Available,1
CRB4086453,RMP497,,UJ Bridal DER,Available,1
CRB4086455,OXK845,,C005,Available,1
CRB4086456,OER671,,UJ Bridal DER,Available,1
CRB4086457,QGI402,,UJ Bridal DER,Available,1
CRB4087048,SCK866,,UJ Bridal DER,Available,1
CRB4087152,QPQ460,,UJ Bridal DER,Available,1
CRB4087244,CPK448,,UJ Bridal WB PG,Available,1
CRB4087250,EBM046,,UJ Bridal WB PG,Available,1
CRB4087257,TMO057,,UJ Bridal WB PG,Available,1
CRB4087261,TZJ929,,UJ Bridal WB PG,Available,1
CRB4087547,MUP375,,C023,Available,1
CRB4087552,RXN993,,UJ Love Ring PG,Available,1
CRB4087552,SRD954,,UJ Love Ring PG,Available,1
CRB4087553,TWJ566,,UJ Love Ring PG,Available,1
CRB4087554,QAN064,,UJ Love Ring PG,Available,1
CRB4087555,NXM528,,UJ Love Ring PG,Available,1
CRB4087555,SGR649,,UJ Love Ring PG,Available,1
CRB4087556,MWR915,,S07,Available,1
CRB4087556,RXO908,,UJ Love Ring PG,Available,1
CRB4087557,QVL069,,UJ Love Ring PG,Available,1
CRB4087559,OBN751,,UJ Love Ring PG,Available,1
CRB4087560,NAR534,,UJ Love Ring PG,Available,1
CRB4087561,QZD285,,UJ Love Ring PG,Available,1
CRB4087564,TSN466,,UJ Love Ring PG,Available,1
CRB4087653,SKD698,,UJ Love Ring PG,Available,1
CRB4087654,LTO316,,C023,Available,1
CRB4087659,PWT596,,UJ Love Ring PG,Available,1
CRB4087847,UGW496,,S05,Available,1
CRB4087856,SID432,,UJ Love Ring PG,Available,1
CRB4087857,SRQ702,,S06,Available,1
CRB4088148,TDZ710,,UJ Bridal WB PG,Available,1
CRB4088150,NXH024,,UJ Bridal WB PG,Available,1
CRB4088155,PBM738,,C007,Available,1
CRB4088253,SIK850,,UJ Bridal DER,Available,1
CRB4088548,RNF344,,UJ Trinity Ring Classic & XL,Available,1
CRB4088549,QRH785,,UJ Trinity Ring Classic & XL,Available,1
CRB4088550,QFW104,,UJ Trinity Ring Classic & XL,Available,1
CRB4088551,RAR170,,UJ Trinity Ring Classic & XL,Available,1
CRB4088552,KYD967,,UJ Trinity Ring Classic & XL,Available,1
CRB4088553,QRI381,,C015,Available,1
CRB4088553,RAR585,,UJ Trinity Ring Classic & XL,Available,1
CRB4088554,SPK876,,UJ Trinity Ring Classic & XL,Available,1
CRB4088555,RAR862,,UJ Trinity Ring Classic & XL,Available,1
CRB4088556,SYF335,,W05,Available,1
CRB4089144,KVP037,,UJ Trinity Ring Classic & XL,Available,1
CRB4089145,KVP119,,UJ Trinity Ring Classic & XL,Available,1
CRB4089147,KVP289,,UJ Trinity Ring Classic & XL,Available,1
CRB4089148,KVP819,,UJ Trinity Ring Classic & XL,Available,1
CRB4089151,KVS121,,C015,Available,1
CRB4089152,NKQ247,,UJ Trinity Ring Classic & XL,Available,1
CRB4089154,NFG304,,UJ Trinity Ring Classic & XL,Available,1
CRB4089154,NFV612,,UJ Trinity Ring Classic & XL,Available,1
CRB4089155,KVP884,,UJ Trinity Ring Classic & XL,Available,1
CRB4089156,KVP924,,UJ Trinity Ring Classic & XL,Available,1
CRB4089157,NZY287,,UJ Trinity Ring Classic & XL,Available,1
CRB4089160,OBU254,,S05,Available,1
CRB4092552,TMI876,,UJ Clou Ring,Available,1
CRB4092553,PAZ627,,UJ Clou Ring,Available,1
CRB4092553,QIV798,,UJ Clou Ring,Available,1
CRB4092554,SKK200,,UJ Clou Ring,Available,1
CRB4092555,SUF682,,UJ Clou Ring,Available,1
CRB4092556,SZL230,,UJ Clou Ring,Available,1
CRB4092557,TDO402,,UJ Clou Ring,Available,1
CRB4092558,QLU641,,UJ Clou Ring,Available,1
CRB4092561,SSS432,,UJ Clou Ring,Available,1
CRB4092649,PIS894,,UJ Clou Ring,Available,1
CRB4092651,SLX811,,UJ Clou Ring,Available,1
CRB4092652,QWY339,,UJ Clou Ring,Available,1
CRB4092652,SKK900,,UJ Clou Ring,Available,1
CRB4092653,SBB478,,UJ Clou Ring,Available,1
CRB4092653,SBB509,,UJ Clou Ring,Available,1
CRB4092653,SWH183,,UJ Clou Ring,Available,1
CRB4092653,TFK784,,UJ Clou Ring,Available,1
CRB4092654,QWY669,,UJ Clou Ring,Available,1
CRB4092654,ROD554,,UJ Clou Ring,Available,1
CRB4092654,TDO623,,UJ Clou Ring,Available,1
CRB4092655,SRR768,,UJ Clou Ring,Available,1
CRB4092656,RWI048,,UJ Clou Ring,Available,1
CRB4092657,TDP383,,UJ Clou Ring,Available,1
CRB4092657,TDP477,,UJ Clou Ring,Available,1
CRB4092657,TFK660,,UJ Clou Ring,Available,1
CRB4092657,TOL531,,UJ Clou Ring,Available,1
CRB4092658,SBB496,,UJ Clou Ring,Available,1
CRB4092658,TMI694,,UJ Clou Ring,Available,1
CRB4092659,SKJ976,,UJ Clou Ring,Available,1
CRB4092659,SSS647,,UJ Clou Ring,Available,1
CRB4092660,TVX865,,UJ Clou Ring,Available,1
CRB4092664,SSS421,,H06,Available,1
CRB4092667,SHG273,,UJ Clou Ring,Available,1
CRB4092748,CJP026,,UJ Clou,Available,1
CRB4092748,SBB081,,UJ Clou,Available,1
CRB4092750,RZJ764,,UJ Clou,Available,1
CRB4092752,NTN010,,C008,Available,1
CRB4092753,PBA755,,V01,Available,1
CRB4092756,RWI213,,H04,Available,1
CRB4092857,NPY264,,UJ Bridal WB PG,Available,1
CRB4093053,SIQ302,,UJ Bridal DER,Available,1
CRB4093551,QHQ079,,UJ Bridal DER,Available,1
CRB4093649,PTI298,,C001,Available,1
CRB4093749,QLW236,,UJ Bridal WB PG,Available,1
CRB4093755,TUQ181,,S05,Available,1
CRB4093757,TMH847,,UJ Bridal WB PG,Available,1
CRB4093947,JSW282,,UJ Bridal DER,Available,1
CRB4093954,SIJ168,,UJ Bridal WB PG,Available,1
CRB4093961,ROI281,,UJ Bridal WB PG,Available,1
CRB4094850,RHK374,,C008,Available,1
CRB4094851,KKB841,,UJ Clou,Available,1
CRB4094852,NTO195,,UJ Clou,Available,1
CRB4094852,RZJ874,,UJ Clou,Available,1
CRB4094854,ROE396,,V04,Available,1
CRB4094855,PXK769,,UJ Clou,Available,1
CRB4094857,TOL354,,UJ Clou,Available,1
CRB4094858,PTH898,,UJ Clou,Available,1
CRB4094858,RZJ408,,UJ Clou,Available,1
CRB4095353,SDT762,,C013,Available,1
CRB4095551,PNJ224,,C016,Available,1
CRB4095647,SDE297,,UJ Trinity Ring Classic & XL,Available,1
CRB4095650,PYV886,,UJ Trinity Ring Classic & XL,Available,1
CRB4095652,SPK953,,UJ Trinity Ring Classic & XL,Available,1
CRB4095653,QRH754,,UJ Trinity Ring Classic & XL,Available,1
CRB4095654,PYW190,,C016,Available,1
CRB4095654,RNF317,,UJ Trinity Ring Classic & XL,Available,1
CRB4095655,RRD008,,UJ Trinity Ring Classic & XL,Available,1
CRB4095656,PTH255,,UJ Trinity Ring Classic & XL,Available,1
CRB4095657,RNG242,,UJ Trinity Ring Classic & XL,Available,1
CRB4095657,RNG264,,UJ Trinity Ring Classic & XL,Available,1
CRB4095657,RNG337,,UJ Trinity Ring Classic & XL,Available,1
CRB4095658,RNF446,,UJ Trinity Ring Classic & XL,Available,1
CRB4095660,RNG118,,UJ Trinity Ring Classic & XL,Available,1
CRB4095661,THJ320,,UJ Trinity Ring Classic & XL,Available,1
CRB4095663,TRL533,,UJ Trinity Ring Classic & XL,Available,1
CRB4095663,TRL585,,S05,Available,1
CRB4095664,THJ404,,UJ Trinity Ring Classic & XL,Available,1
CRB4095667,RRM304,,S05,Available,1
CRB4096652,PVQ600,,UJ Bridal WB PG,Available,1
CRB4096654,QDG606,,UJ Bridal WB PG,Available,1
CRB4096655,PMG581,,UJ Bridal WB PG,Available,1
CRB4096657,SQH094,,UJ Bridal WB PG,Available,1
CRB4096657,SQH100,,UJ Bridal WB PG,Available,1
CRB4096658,SQH873,,UJ Bridal WB PG,Available,1
CRB4096659,POT233,,C007,Available,1
CRB4096660,QUY830,,UJ Bridal WB PG,Available,1
CRB4096661,SGJ477,,UJ Bridal WB PG,Available,1
CRB4096664,SQE582,,UJ Bridal WB PG,Available,1
CRB4096668,QHT414,,UJ Bridal WB PG,Available,1
CRB4096750,IXK629,,C012,Available,1
CRB4096754,SEJ627,,C012,Available,1
CRB4098055,RYW773,,C007,Available,1
CRB4098056,ROK063,,UJ Bridal WB PG,Available,1
CRB4098057,RPX378,,UJ Bridal WB PG,Available,1
CRB4098058,NYA565,,UJ Bridal WB PG,Available,1
CRB4098058,QVB150,,UJ Bridal WB PG,Available,1
CRB4098060,SMX186,,UJ Bridal WB PG,Available,1
CRB4098063,QGL266,,UJ Bridal WB PG,Available,1
CRB4098064,RFU636,,UJ Bridal WB PG,Available,1
CRB4098066,NVL284,,UJ Bridal WB PG,Available,1
CRB4098148,CNJ927,,UJ Bridal WB PG,Available,1
CRB4098156,TUR060,,UJ Bridal WB PG,Available,1
CRB4098158,SIP566,,UJ Bridal WB PG,Available,1
CRB4098162,SAL880,,UJ Bridal WB PG,Available,1
CRB4098163,PJI719,,C006,Available,1
CRB4098252,DOK126,,UJ Bridal DER,Available,1
CRB4098256,QOY922,,UJ Bridal DER,Available,1
CRB4098845,YC4419,,UJ Bridal DER,Available,1
CRB4098951,OSC280,,C014,Available,1
CRB4099254,SSS572,,UJ Clou Ring,Available,1
CRB4099255,SBB719,,UJ Clou Ring,Available,1
CRB4099256,SWH258,,UJ Clou Ring,Available,1
CRB4099257,ROE715,,UJ Clou Ring,Available,1
CRB4099258,QTD414,,UJ Clou Ring,Available,1
CRB4099258,QWY248,,UJ Clou Ring,Available,1
CRB4099258,RCD576,,UJ Clou Ring,Available,1
CRB4099259,SWH357,,UJ Clou Ring,Available,1
CRB4099264,TMI602,,UJ Clou Ring,Available,1
CRB4099267,MQK925,,UJ Clou Ring,Available,1
CRB4099268,QWY098,,UJ Clou Ring,Available,1
CRB4207660,QQU635,,H07,Available,1
CRB4209948,PKI065,,UJ Bridal WB Vendome,Available,1
CRB4209950,TBX625,,UJ Bridal WB Vendome,Available,1
CRB4209952,OWV514,,C005,Available,1
CRB4209956,TOY111,,UJ Bridal WB Vendome,Available,1
CRB4209957,RFU134,,UJ Bridal WB Vendome,Available,1
